"filename", "language", "Markdown", "Python", "Scala", "Java Properties", "YAML", "CSS", "JavaScript", "JavaScript JSX", "JSON", "XML", "HTML", "C++", "Haskell", "Go", "Java", "comment", "blank", "total"
"c:\Users\where\Documents\github\code\contest\00000c275d69\d82\q3\t31.py", "Python", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, 0, 0
"c:\Users\where\Documents\github\code\contest\00000c275d69\d82\q4\t4.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 0, 0
"c:\Users\where\Documents\github\code\contest\00000c275d69\d83\q1\t1.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 0, 0
"c:\Users\where\Documents\github\code\contest\00000c275d69\d83\q2\t2.py", "Python", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, 0, 0
"c:\Users\where\Documents\github\code\contest\00000c275d69\d83\q3\t3.2.py", "Python", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, 0, 0
"c:\Users\where\Documents\github\code\contest\00000c275d69\d83\q3\t3.py", "Python", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, 0, 0
"c:\Users\where\Documents\github\code\contest\00000c275d69\d83\q4\t4 copy.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 0, 0
"c:\Users\where\Documents\github\code\contest\00000c275d69\d83\q4\t4.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 0, 0
"c:\Users\where\Documents\github\code\contest\00000c275d69\d84\q1\t1.py", "Python", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31
"c:\Users\where\Documents\github\code\contest\00000c275d69\d84\q2\t2.py", "Python", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 24
"c:\Users\where\Documents\github\code\contest\00000c275d69\d84\q3\t3.py", "Python", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 30
"c:\Users\where\Documents\github\code\contest\00000c275d69\d84\q4\t4.py", "Python", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"c:\Users\where\Documents\github\code\contest\00000c275d69\d85\q1\t1.py", "Python", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32
"c:\Users\where\Documents\github\code\contest\00000c275d69\d85\q2\t2.py", "Python", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 31
"c:\Users\where\Documents\github\code\contest\00000c275d69\d85\q3\t3.py", "Python", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31
"c:\Users\where\Documents\github\code\contest\00000c275d69\d85\q4\t4.py", "Python", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 55
"c:\Users\where\Documents\github\code\contest\00000c275d69\d85\q4\t42.py", "Python", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 41
"c:\Users\where\Documents\github\code\contest\00000c275d69\d86\q1\t1.py", "Python", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28
"c:\Users\where\Documents\github\code\contest\00000c275d69\d86\q2\t2.py", "Python", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"c:\Users\where\Documents\github\code\contest\00000c275d69\d86\q3\t3.py", "Python", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 40
"c:\Users\where\Documents\github\code\contest\00000c275d69\d86\q4\t4.py", "Python", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 30
"c:\Users\where\Documents\github\code\contest\00000c275d69\d87\q1\t1.py", "Python", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 37
"c:\Users\where\Documents\github\code\contest\00000c275d69\d87\q2\t2.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\Users\where\Documents\github\code\contest\00000c275d69\d87\q3\t3.py", "Python", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"c:\Users\where\Documents\github\code\contest\00000c275d69\d87\q4\t4.py", "Python", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"c:\Users\where\Documents\github\code\contest\00000c275d69\d88\q1\t1.py", "Python", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34
"c:\Users\where\Documents\github\code\contest\00000c275d69\d88\q2\t2.1.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 37
"c:\Users\where\Documents\github\code\contest\00000c275d69\d88\q2\t2.py", "Python", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 60
"c:\Users\where\Documents\github\code\contest\00000c275d69\d88\q3\t3.py", "Python", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"c:\Users\where\Documents\github\code\contest\00000c275d69\d88\q4\t4.2.py", "Python", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 42
"c:\Users\where\Documents\github\code\contest\00000c275d69\d88\q4\t4.3.py", "Python", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\where\Documents\github\code\contest\00000c275d69\d88\q4\t4.py", "Python", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 79
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c1\q1\t1.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 0, 0
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c1\q2\t2.py", "Python", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, 0, 0
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c1\q3\q31.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 0, 0
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c1\q3\t3.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 0, 0
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c1\q4\t4.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 0, 0
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c1\q5\q5.1.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 0, 0
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c1\q5\q5.3.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 0, 0
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c1\q5\q5.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 0, 0
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c1\teams\q2.py", "Python", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, 0, 0
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c1\teams\q3.py", "Python", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, 0, 0
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c1\teams\q5.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 0, 0
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c2\index.md", "Markdown", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c2\q1\t1.py", "Python", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 42
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c2\q2\t2.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c2\q3\t3.py", "Python", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 80
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c2\q4\t4.py", "Python", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 46
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c2\q4\t5.2.py", "Python", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 38
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c2\q4\t5.3.py", "Python", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 27
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c2\q4\t5.py", "Python", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 63
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c2\teams\index.md", "Markdown", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\where\Documents\github\code\contest\00000c275d69\lc2022c2\teams\lcp68.py", "Python", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 29
"c:\Users\where\Documents\github\code\contest\00000c315d89\c315\q1\t1.py", "Python", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16
"c:\Users\where\Documents\github\code\contest\00000c315d89\c315\q2\t2.py", "Python", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9
"c:\Users\where\Documents\github\code\contest\00000c315d89\c315\q3\t3.py", "Python", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9
"c:\Users\where\Documents\github\code\contest\00000c315d89\c315\q4\t4.2.py", "Python", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 16
"c:\Users\where\Documents\github\code\contest\00000c315d89\c315\q4\t4.py", "Python", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 50
"c:\Users\where\Documents\github\code\contest\00000c315d89\c316\q1\t1.py", "Python", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 30
"c:\Users\where\Documents\github\code\contest\00000c315d89\c316\q2\t2.py", "Python", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"c:\Users\where\Documents\github\code\contest\00000c315d89\c316\q3\t3.py", "Python", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 37
"c:\Users\where\Documents\github\code\contest\00000c315d89\c316\q4\t4.2.py", "Python", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 16
"c:\Users\where\Documents\github\code\contest\00000c315d89\c316\q4\t4.py", "Python", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 57
"c:\Users\where\Documents\github\code\contest\00000c315d89\c317\q1\t1.py", "Python", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 20
"c:\Users\where\Documents\github\code\contest\00000c315d89\c317\q2\t2.py", "Python", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 37
"c:\Users\where\Documents\github\code\contest\00000c315d89\c317\q3\t3.py", "Python", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28
"c:\Users\where\Documents\github\code\contest\00000c315d89\c317\q4\t4.2.py", "Python", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 18
"c:\Users\where\Documents\github\code\contest\00000c315d89\c317\q4\t4.py", "Python", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 106
"c:\Users\where\Documents\github\code\contest\00000c315d89\c318\q1\t1.py", "Python", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 35
"c:\Users\where\Documents\github\code\contest\00000c315d89\c318\q2\t2.py", "Python", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 32
"c:\Users\where\Documents\github\code\contest\00000c315d89\c318\q3\t3.py", "Python", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 53
"c:\Users\where\Documents\github\code\contest\00000c315d89\c318\q4\t4.py", "Python", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 36
"c:\Users\where\Documents\github\code\contest\00000c315d89\c319\q1\t1.py", "Python", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 20
"c:\Users\where\Documents\github\code\contest\00000c315d89\c319\q2\t2.py", "Python", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 34
"c:\Users\where\Documents\github\code\contest\00000c315d89\c319\q3\t3.1.py", "Python", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 50
"c:\Users\where\Documents\github\code\contest\00000c315d89\c319\q3\t3.py", "Python", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 50
"c:\Users\where\Documents\github\code\contest\00000c315d89\c319\q4\t4.2.py", "Python", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 17
"c:\Users\where\Documents\github\code\contest\00000c315d89\c319\q4\t4.py", "Python", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 49
"c:\Users\where\Documents\github\code\contest\00000c315d89\c320\q1\t1.py", "Python", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 28
"c:\Users\where\Documents\github\code\contest\00000c315d89\c320\q2\t2.py", "Python", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 43
"c:\Users\where\Documents\github\code\contest\00000c315d89\c320\q3\t3.py", "Python", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 51
"c:\Users\where\Documents\github\code\contest\00000c315d89\c320\q4\t4.2.py", "Python", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 41
"c:\Users\where\Documents\github\code\contest\00000c315d89\c320\q4\t4.3.py", "Python", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 48
"c:\Users\where\Documents\github\code\contest\00000c315d89\c320\q4\t4.py", "Python", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 38
"c:\Users\where\Documents\github\code\contest\00000c315d89\c321\q1\t1.py", "Python", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 26
"c:\Users\where\Documents\github\code\contest\00000c315d89\c321\q2\t2.py", "Python", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22
"c:\Users\where\Documents\github\code\contest\00000c315d89\c321\q3\t3.py", "Python", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 37
"c:\Users\where\Documents\github\code\contest\00000c315d89\c321\q4\t4.2.py", "Python", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 31
"c:\Users\where\Documents\github\code\contest\00000c315d89\c321\q4\t4.py", "Python", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 47
"c:\Users\where\Documents\github\code\contest\00000c315d89\c322\q1\t1.py", "Python", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 30
"c:\Users\where\Documents\github\code\contest\00000c315d89\c322\q2\t2.py", "Python", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 47
"c:\Users\where\Documents\github\code\contest\00000c315d89\c322\q3\t3.py", "Python", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 55
"c:\Users\where\Documents\github\code\contest\00000c315d89\c322\q4\t4.py", "Python", 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 100
"c:\Users\where\Documents\github\code\contest\00000c315d89\c323\q1\t1.py", "Python", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 33
"c:\Users\where\Documents\github\code\contest\00000c315d89\c323\q2\t2.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"c:\Users\where\Documents\github\code\contest\00000c315d89\c323\q3\t3.2.py", "Python", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15, 87
"c:\Users\where\Documents\github\code\contest\00000c315d89\c323\q3\t3.3.py", "Python", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 40, 177
"c:\Users\where\Documents\github\code\contest\00000c315d89\c323\q3\t3.py", "Python", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23, 101
"c:\Users\where\Documents\github\code\contest\00000c315d89\c323\q3\t33.py", "Python", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 41
"c:\Users\where\Documents\github\code\contest\00000c315d89\c323\q4\t4.2.py", "Python", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 64
"c:\Users\where\Documents\github\code\contest\00000c315d89\c323\q4\t4.py", "Python", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 91
"c:\Users\where\Documents\github\code\contest\00000c315d89\c324\q1\t1.py", "Python", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 37
"c:\Users\where\Documents\github\code\contest\00000c315d89\c324\q2\t2.py", "Python", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 47
"c:\Users\where\Documents\github\code\contest\00000c315d89\c324\q3\t3.py", "Python", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 50
"c:\Users\where\Documents\github\code\contest\00000c315d89\c324\q4\t4.py", "Python", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"c:\Users\where\Documents\github\code\contest\00000c315d89\c325\q1\t1.py", "Python", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 26
"c:\Users\where\Documents\github\code\contest\00000c315d89\c325\q2\t2.1.py", "Python", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 24
"c:\Users\where\Documents\github\code\contest\00000c315d89\c325\q2\t2.py", "Python", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 40
"c:\Users\where\Documents\github\code\contest\00000c315d89\c325\q3\t3.py", "Python", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34
"c:\Users\where\Documents\github\code\contest\00000c315d89\c325\q4\t4 copy.py", "Python", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 40
"c:\Users\where\Documents\github\code\contest\00000c315d89\c325\q4\t4.2.py", "Python", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 23
"c:\Users\where\Documents\github\code\contest\00000c315d89\c325\q4\t4.py", "Python", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"c:\Users\where\Documents\github\code\contest\00000c315d89\c326\q1\t1.py", "Python", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 21
"c:\Users\where\Documents\github\code\contest\00000c315d89\c326\q2\t2.py", "Python", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 56
"c:\Users\where\Documents\github\code\contest\00000c315d89\c326\q3\t3.py", "Python", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 37
"c:\Users\where\Documents\github\code\contest\00000c315d89\c326\q4\t4.py", "Python", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 47
"c:\Users\where\Documents\github\code\contest\00000c315d89\c327\q1\t1.py", "Python", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 20
"c:\Users\where\Documents\github\code\contest\00000c315d89\c327\q2\t2.py", "Python", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"c:\Users\where\Documents\github\code\contest\00000c315d89\c327\q3\t3.py", "Python", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 36
"c:\Users\where\Documents\github\code\contest\00000c315d89\c327\q4\t4.py", "Python", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 62
"c:\Users\where\Documents\github\code\contest\00000c315d89\c328\q1\t1.py", "Python", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 20
"c:\Users\where\Documents\github\code\contest\00000c315d89\c328\q2\t2.py", "Python", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 40
"c:\Users\where\Documents\github\code\contest\00000c315d89\c328\q3\t3.py", "Python", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 36
"c:\Users\where\Documents\github\code\contest\00000c315d89\c328\q4\t4.1.py", "Python", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 42
"c:\Users\where\Documents\github\code\contest\00000c315d89\c328\q4\t4.2.py", "Python", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 37
"c:\Users\where\Documents\github\code\contest\00000c315d89\c328\q4\t4.py", "Python", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 58
"c:\Users\where\Documents\github\code\contest\00000c315d89\c329\q1\t1.py", "Python", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 20
"c:\Users\where\Documents\github\code\contest\00000c315d89\c329\q2\t2.py", "Python", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15
"c:\Users\where\Documents\github\code\contest\00000c315d89\c329\q3\t3.py", "Python", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16
"c:\Users\where\Documents\github\code\contest\00000c315d89\c329\q4\t4.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"c:\Users\where\Documents\github\code\contest\00000c315d89\c330\q1\t1.py", "Python", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 20
"c:\Users\where\Documents\github\code\contest\00000c315d89\c330\q2\t2.py", "Python", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15
"c:\Users\where\Documents\github\code\contest\00000c315d89\c330\q3\t3.py", "Python", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 27
"c:\Users\where\Documents\github\code\contest\00000c315d89\c330\q4\t4.2.py", "Python", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 42
"c:\Users\where\Documents\github\code\contest\00000c315d89\c330\q4\t4.py", "Python", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 89
"c:\Users\where\Documents\github\code\contest\00000c315d89\c331\q1\t1.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31
"c:\Users\where\Documents\github\code\contest\00000c315d89\c331\q2\t2.py", "Python", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28
"c:\Users\where\Documents\github\code\contest\00000c315d89\c331\q3\t3.2.py", "Python", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\where\Documents\github\code\contest\00000c315d89\c331\q3\t3.py", "Python", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 37
"c:\Users\where\Documents\github\code\contest\00000c315d89\c331\q4\t4.py", "Python", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 45
"c:\Users\where\Documents\github\code\contest\00000c315d89\c332\q1\t1.py", "Python", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 20
"c:\Users\where\Documents\github\code\contest\00000c315d89\c332\q2\t2.py", "Python", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28
"c:\Users\where\Documents\github\code\contest\00000c315d89\c332\q3\t3.py", "Python", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 33
