"filename", "language", "Properties", "Markdown", "Python", "Java", "Scala", "Go", "XML", "Log", "C++", "HTML", "C#", "JSON", "comment", "blank", "total"
"c:\Users\where\Documents\github\code\contest\c259\q2\t2.py", "Python", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22
"c:\Users\where\Documents\github\code\contest\c259\q3\t3.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"c:\Users\where\Documents\github\code\contest\c259\q4\t42.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24
"c:\Users\where\Documents\github\code\contest\c260\q1\t1.py", "Python", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"c:\Users\where\Documents\github\code\contest\c260\q2\t2.py", "Python", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 62
"c:\Users\where\Documents\github\code\contest\c260\q2\t22.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\where\Documents\github\code\contest\c260\q3\t3.py", "Python", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 63
"c:\Users\where\Documents\github\code\contest\c260\q4\t4.py", "Python", 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 73
"c:\Users\where\Documents\github\code\contest\c260\q4\t42.py", "Python", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 38
"c:\Users\where\Documents\github\code\contest\c260\q4\t43.py", "Python", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 28
"c:\Users\where\Documents\github\code\contest\c261\q1\t1.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 25
"c:\Users\where\Documents\github\code\contest\c261\q2\t2.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 24
"c:\Users\where\Documents\github\code\contest\c261\q3\t3.py", "Python", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 81
"c:\Users\where\Documents\github\code\contest\c261\q3\t32.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\Users\where\Documents\github\code\contest\c261\q4\q42.py", "Python", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 32
"c:\Users\where\Documents\github\code\contest\c261\q4\q43.py", "Python", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 32
"c:\Users\where\Documents\github\code\contest\c261\q4\t4.py", "Python", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 20
"c:\Users\where\Documents\github\code\contest\c262\q1\t1.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 25
"c:\Users\where\Documents\github\code\contest\c262\q2\t2.py", "Python", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 52
"c:\Users\where\Documents\github\code\contest\c262\q3\t3.py", "Python", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 16, 73
"c:\Users\where\Documents\github\code\contest\c262\q4\q42.py", "Python", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 60
"c:\Users\where\Documents\github\code\contest\c262\q4\t4.py", "Python", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 37
"c:\Users\where\Documents\github\code\contest\c263\q1\t1.py", "Python", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 29
"c:\Users\where\Documents\github\code\contest\c263\q2\t2.py", "Python", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 10, 60
"c:\Users\where\Documents\github\code\contest\c263\q3\t3.py", "Python", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 30
"c:\Users\where\Documents\github\code\contest\c263\q4\t4.py", "Python", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 54
"c:\Users\where\Documents\github\code\contest\c264\q1\t1.py", "Python", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 48
"c:\Users\where\Documents\github\code\contest\c264\q2\q22.py", "Python", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 40
"c:\Users\where\Documents\github\code\contest\c264\q2\t2.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 25
"c:\Users\where\Documents\github\code\contest\c264\q3\t3.py", "Python", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 58
"c:\Users\where\Documents\github\code\contest\c264\q4\t4.py", "Python", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 37
"c:\Users\where\Documents\github\code\contest\c265\q1\t1.py", "Python", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 16
"c:\Users\where\Documents\github\code\contest\c265\q2\q21.py", "Python", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 36
"c:\Users\where\Documents\github\code\contest\c265\q2\t2.py", "Python", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 42
"c:\Users\where\Documents\github\code\contest\c265\q3\t3.py", "Python", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 36
"c:\Users\where\Documents\github\code\contest\c265\q3\t32.py", "Python", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 49
"c:\Users\where\Documents\github\code\contest\c265\q4\a41.py", "Python", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 100
"c:\Users\where\Documents\github\code\contest\c265\q4\q42.py", "Python", 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 117
"c:\Users\where\Documents\github\code\contest\c265\q4\t4.py", "Python", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 89
"c:\Users\where\Documents\github\code\contest\c266\q1\t1.py", "Python", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 32
"c:\Users\where\Documents\github\code\contest\c266\q2\t2.py", "Python", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 6, 52
"c:\Users\where\Documents\github\code\contest\c266\q2\t21.py", "Python", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 24
"c:\Users\where\Documents\github\code\contest\c266\q3\q32.py", "Python", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 28
"c:\Users\where\Documents\github\code\contest\c266\q3\t3.py", "Python", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 36
"c:\Users\where\Documents\github\code\contest\c266\q4\t4.py", "Python", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 33
"c:\Users\where\Documents\github\code\contest\c267\q1\t1.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 23
"c:\Users\where\Documents\github\code\contest\c267\q2\q21.py", "Python", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 29
"c:\Users\where\Documents\github\code\contest\c267\q2\q22.py", "Python", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 38
"c:\Users\where\Documents\github\code\contest\c267\q2\q23.py", "Python", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 45
"c:\Users\where\Documents\github\code\contest\c267\q2\q24.py", "Python", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"c:\Users\where\Documents\github\code\contest\c267\q2\t2.py", "Python", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 6, 47
"c:\Users\where\Documents\github\code\contest\c267\q3\t3.py", "Python", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 42
"c:\Users\where\Documents\github\code\contest\c267\q4\t4.py", "Python", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 45
"c:\Users\where\Documents\github\code\contest\c268\q1\t1.py", "Python", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 19
"c:\Users\where\Documents\github\code\contest\c268\q2\t2.py", "Python", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 1, 25
"c:\Users\where\Documents\github\code\contest\c268\q3\t3.py", "Python", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 27
"c:\Users\where\Documents\github\code\contest\c268\q4\t4.py", "Python", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 50
"c:\Users\where\Documents\github\code\contest\c59\q1\t1.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"c:\Users\where\Documents\github\code\contest\c59\q2\t2.py", "Python", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 25
"c:\Users\where\Documents\github\code\contest\c59\q3\q32.py", "Python", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
"c:\Users\where\Documents\github\code\contest\c59\q3\t3.py", "Python", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 53
"c:\Users\where\Documents\github\code\contest\c59\q4\t4.py", "Python", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 31
"c:\Users\where\Documents\github\code\contest\c60\q1\t1.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17
"c:\Users\where\Documents\github\code\contest\c60\q2\t2.py", "Python", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 44
"c:\Users\where\Documents\github\code\contest\c60\q3\t3.py", "Python", 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 80
"c:\Users\where\Documents\github\code\contest\c60\q4\q42.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 3, 60
"c:\Users\where\Documents\github\code\contest\c60\q4\q42.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23
"c:\Users\where\Documents\github\code\contest\c60\q4\t4.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\where\Documents\github\code\contest\c61\q1\t1.py", "Python", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\where\Documents\github\code\contest\c61\q2\t2.py", "Python", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"c:\Users\where\Documents\github\code\contest\c61\q3\t3.py", "Python", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 48
"c:\Users\where\Documents\github\code\contest\c61\q3\t31.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 22
"c:\Users\where\Documents\github\code\contest\c61\q3\t31me.py", "Python", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"c:\Users\where\Documents\github\code\contest\c61\q3\t32.py", "Python", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 15
"c:\Users\where\Documents\github\code\contest\c61\q3\t32me.py", "Python", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\where\Documents\github\code\contest\c61\q3\t33.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 25
"c:\Users\where\Documents\github\code\contest\c61\q4\t4.py", "Python", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22
"c:\Users\where\Documents\github\code\contest\c62\q1\t1.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 27
"c:\Users\where\Documents\github\code\contest\c62\q2\t2.py", "Python", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 17
"c:\Users\where\Documents\github\code\contest\c62\q3\t3.py", "Python", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 53
"c:\Users\where\Documents\github\code\contest\c62\q4\t4.py", "Python", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 43
"c:\Users\where\Documents\github\code\contest\c63\q1\t1.py", "Python", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 20
"c:\Users\where\Documents\github\code\contest\c63\q2\t2.py", "Python", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 39
"c:\Users\where\Documents\github\code\contest\c63\q3\t3.py", "Python", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 46
"c:\Users\where\Documents\github\code\contest\c63\q4\t4.py", "Python", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 91
"c:\Users\where\Documents\github\code\contest\c63\q4\t42.py", "Python", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 69
"c:\Users\where\Documents\github\code\contest\c64\q1\t1.py", "Python", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 30
"c:\Users\where\Documents\github\code\contest\c64\q2\t2.py", "Python", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 49
"c:\Users\where\Documents\github\code\contest\c64\q3\t3.py", "Python", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 45
"c:\Users\where\Documents\github\code\contest\c64\q4\t4.py", "Python", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 66
"c:\Users\where\Documents\github\code\contest\c64\q4\t42.py", "Python", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 45
"c:\Users\where\Documents\github\code\contest\d65\q1\t1.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 27
"c:\Users\where\Documents\github\code\contest\d65\q2\t2.py", "Python", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 94
"c:\Users\where\Documents\github\code\contest\d65\q3\t3.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 25
"c:\Users\where\Documents\github\code\contest\d65\q4\t4.py", "Python", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 40
"c:\Users\where\Documents\github\code\contest\template\q1\t1.py", "Python", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\where\Documents\github\code\contest\template\q2\t2.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\where\Documents\github\code\contest\template\q3\t3.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\where\Documents\github\code\contest\template\q4\t4.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\where\Documents\github\code\docs\book.md", "Markdown", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\where\Documents\github\code\docs\etcs\treeAndGraph.md", "Markdown", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\where\Documents\github\code\docs\vscode.md", "Markdown", 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 165
"c:\Users\where\Documents\github\code\go\s01\fetch\fetch.go", "Go", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 3, 26
"c:\Users\where\Documents\github\code\go\s01\fetchall\fetchall.go", "Go", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 5, 41
"c:\Users\where\Documents\github\code\go\s01\lissa\lissajous.go", "Go", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 7, 50
"c:\Users\where\Documents\github\code\go\s01\server1\server1.go", "Go", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 4, 17
"c:\Users\where\Documents\github\code\go\s01\server2\server2.go", "Go", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 7, 47
"c:\Users\where\Documents\github\code\go\s02\echo4\echo4.go", "Go", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 4, 19
"c:\Users\where\Documents\github\code\go\s02\echo4\go.mod", "XML", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\where\Documents\github\code\go\s02\popcount\popcount.go", "Go", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\Users\where\Documents\github\code\go\s02\tempconv\conv.go", "Go", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 6
"c:\Users\where\Documents\github\code\go\s02\tempconv\go.mod", "XML", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\where\Documents\github\code\go\s02\tempconv\tempconv.go", "Go", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 6, 17
"c:\Users\where\Documents\github\code\go\s03\mandelbrot\mandelbrot.go", "Go", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 6, 42
"c:\Users\where\Documents\github\code\go\s03\surface\surface.go", "Go", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 9, 50
"c:\Users\where\Documents\github\code\go\s1\dup1.go", "Go", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\where\Documents\github\code\go\s1\hello.go", "Go", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\where\Documents\github\code\go\s1\s2\dup2.go", "Go", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 5, 39
"c:\Users\where\Documents\github\code\go\s1\s3\dup3.go", "Go", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 3, 28
"c:\Users\where\Documents\github\code\hackerrank\Algorithms\CoinChange\coinchange.py", "Python", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 48
"c:\Users\where\Documents\github\code\hackerrank\Algorithms\Fibonacci\fibonacci.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 28
"c:\Users\where\Documents\github\code\hackerrank\Algorithms\MaxSubarray\maxsubarray.py", "Python", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 49
"c:\Users\where\Documents\github\code\hackerrank\Algorithms\Nikita\nikita.py", "Python", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 45
"c:\Users\where\Documents\github\code\hackerrank\Algorithms\Oracle\test.py", "Python", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 43
"c:\Users\where\Documents\github\code\hackerrank\Algorithms\Oracle\test2.py", "Python", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 14, 58
"c:\Users\where\Documents\github\code\hackerrank\Algorithms\Oracle\test3.py", "Python", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 47
"c:\Users\where\Documents\github\code\hackerrank\Algorithms\StringReduction\stringreduction.py", "Python", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 36
"c:\Users\where\Documents\github\code\hackerrank\Back_booking\MemorOrder.py", "Python", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 104
"c:\Users\where\Documents\github\code\hackerrank\Back_booking\booking1.py", "Python", 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 147
"c:\Users\where\Documents\github\code\hackerrank\Back_booking\numb.py", "Python", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 65
"c:\Users\where\Documents\github\code\hackerrank\Booking\Q1\q1.py", "Python", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 36
"c:\Users\where\Documents\github\code\hackerrank\Booking\Q2\q2.py", "Python", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 34
"c:\Users\where\Documents\github\code\hackerrank\Booking\Q3\q3.py", "Python", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 45
"c:\Users\where\Documents\github\code\hackerrank\Booking\Q4\q4.py", "Python", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 57
"c:\Users\where\Documents\github\code\hackerrank\CodeSpint7\GridLandMetro\metro.py", "Python", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 55
"c:\Users\where\Documents\github\code\hackerrank\CodeSpint7\SimilarString1\similarString.py", "Python", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 91
"c:\Users\where\Documents\github\code\hackerrank\CodeSpint7\SockMerchant\merchant.py", "Python", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 34
"c:\Users\where\Documents\github\code\hackerrank\CodeSpint7\SumPieces\pieces.py", "Python", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 40
"c:\Users\where\Documents\github\code\hackerrank\CodeSpint7\TwoCharacters\characters.py", "Python", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 102
"c:\Users\where\Documents\github\code\hackerrank\CodeSprint7\ElasticRope2\rope.py", "Python", 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27, 107
"c:\Users\where\Documents\github\code\hackerrank\CodeSprint7\InverseRMQ\rmp.py", "Python", 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25, 91
"c:\Users\where\Documents\github\code\hackerrank\CodeSprint7\InverseRMQ\rmp2.py", "Python", 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36, 155
"c:\Users\where\Documents\github\code\hackerrank\CodeSprint7\RecordEpisodes\episodes.py", "Python", 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 125
"c:\Users\where\Documents\github\code\hackerrank\CodeSprint7\SimilarString\similarString.py", "Python", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18, 102
"c:\Users\where\Documents\github\code\hackerrank\CodeSprint7\SimilarString\similarString2.py", "Python", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18, 101
"c:\Users\where\Documents\github\code\hackerrank\CodeSprint7\SumPieces1\pieces1.py", "Python", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 44
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q1\q1.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 26
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q1\start.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q2\q2.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 26
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q2\q21.py", "Python", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 63
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q2\start.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q3\q3.py", "Python", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 54
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q3\q31.py", "Python", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 69
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q3\start.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q4\q4.py", "Python", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 87
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q4\q41.py", "Python", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q4\q42.py", "Python", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 69
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q4\q43.py", "Python", 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 104
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q4\start.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q5\q5.py", "Python", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 90
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q5\start.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q6\q6.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 26
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q6\start.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q7\q7.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 26
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q7\q71.py", "Python", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\where\Documents\github\code\hackerrank\CodeSprit12\Q7\start.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\Users\where\Documents\github\code\hackerrank\EA\ThermoMeter\ThermoMeter\HelperAdapter.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 5, 2, 33
